epoch,accuracy,loss,val_accuracy,val_loss
0,0.6552079319953918,1.0549583435058594,0.7710310220718384,2.392028331756592
1,0.8411226868629456,0.47839829325675964,0.8766603469848633,1.10538649559021
2,0.8931376338005066,0.33338913321495056,0.9218848943710327,0.2549334168434143
3,0.9043388962745667,0.29013559222221375,0.9250474572181702,0.22839708626270294
4,0.9205613732337952,0.2436768263578415,0.9196711182594299,0.23638421297073364
5,0.9325351119041443,0.2084381878376007,0.9250474572181702,0.22847987711429596
6,0.9394875764846802,0.1809745877981186,0.9313725233078003,0.20626066625118256
7,0.9450238347053528,0.16974960267543793,0.934851348400116,0.19818806648254395
8,0.9488863348960876,0.16045092046260834,0.9291587471961975,0.2027815729379654
9,0.9519762992858887,0.1355980634689331,0.9386464357376099,0.18524102866649628
