epoch,accuracy,loss,val_accuracy,val_loss
0,0.7982490062713623,0.5963718891143799,0.8633776307106018,2.31345534324646
1,0.9127076268196106,0.24015496671199799,0.8870967626571655,0.7516476511955261
2,0.9303463101387024,0.19316913187503815,0.9089183807373047,0.25689950585365295
3,0.9379425644874573,0.17568978667259216,0.8896268010139465,0.2924782633781433
4,0.9402600526809692,0.15883348882198334,0.9013282656669617,0.27049681544303894
5,0.9410325884819031,0.15439604222774506,0.8991144895553589,0.28038716316223145
6,0.9443800449371338,0.1457841992378235,0.9127134680747986,0.23284325003623962
7,0.9469550848007202,0.13626451790332794,0.9142947793006897,0.22981828451156616
8,0.9490150809288025,0.13146764039993286,0.905755877494812,0.26154813170433044
9,0.9478563070297241,0.13284707069396973,0.9019607901573181,0.2742374837398529
