epoch,accuracy,loss,val_accuracy,val_loss
0,0.5784730315208435,1.4056193828582764,0.7533206939697266,0.9425770044326782
1,0.8149864673614502,0.7529498338699341,0.8187856078147888,0.69523024559021
2,0.8515514135360718,0.5689144730567932,0.8428210020065308,0.5676416754722595
3,0.8697051405906677,0.46768587827682495,0.8640100955963135,0.49548277258872986
4,0.8879876136779785,0.40360963344573975,0.8640100955963135,0.4410786032676697
5,0.9006051421165466,0.3620193600654602,0.8921568393707275,0.40148812532424927
6,0.9089738726615906,0.3268470764160156,0.9063883423805237,0.363217830657959
7,0.9172138571739197,0.3012279272079468,0.9092346429824829,0.3485546112060547
8,0.92069011926651,0.2804422974586487,0.9025933146476746,0.32840943336486816
9,0.9254538416862488,0.2633061707019806,0.8965844511985779,0.3244389593601227
