epoch,accuracy,loss,val_accuracy,val_loss
0,0.5988155007362366,1.3620848655700684,0.759013295173645,0.9995877146720886
1,0.8010814785957336,0.7821624875068665,0.7944338917732239,0.7263568043708801
2,0.8409939408302307,0.5755753517150879,0.8573687672615051,0.5721588134765625
3,0.8711214065551758,0.46781763434410095,0.858317494392395,0.4934103190898895
4,0.8885026574134827,0.4033137559890747,0.8734977841377258,0.44386422634124756
5,0.9021500945091248,0.3563970625400543,0.8728652596473694,0.4102763831615448
6,0.9067851305007935,0.32283875346183777,0.8965844511985779,0.37244144082069397
7,0.914638876914978,0.294650673866272,0.9070208668708801,0.3407760560512543
8,0.92069011926651,0.271455854177475,0.9032257795333862,0.3261166214942932
9,0.9259688258171082,0.2541906535625458,0.9111322164535522,0.3046087324619293
